m1,rule1,link,m2,rule2,n1,n2,s1,s2,j
1,heart_failure high_rbc,or,3,high_cholesterol drug_use smoking sedentary,2,2,0.73,0.7477777777777778,0.47777777777777786
1,high_cholesterol high_rbc,or,3,smoking heart_failure sedentary,2,2,0.705,0.7727777777777778,0.47777777777777786
1,high_cholesterol high_rbc,or,3,smoking heart_failure diabetes sedentary,2,2,0.705,0.7727777777777778,0.47777777777777786
1,drug_use heart_failure,or,3,high_cholesterol smoking alcohol_use high_rbc,2,2,0.66,0.8172222222222222,0.4772222222222222
1,heart_failure high_rbc,or,3,high_cholesterol drug_use smoking diabetes sedentary,2,2,0.73,0.7472222222222222,0.4772222222222222
1,drug_use high_rbc,or,3,high_cholesterol smoking heart_failure sedentary,2,2,0.715,0.7622222222222222,0.4772222222222222
1,drug_use heart_failure alcohol_use,or,3,high_cholesterol smoking diabetes high_rbc sedentary,2,2,0.68,0.7972222222222223,0.4772222222222222
1,high_cholesterol drug_use high_rbc,or,3,alcohol_use diabetes sedentary,2,2,0.72,0.7566666666666667,0.47666666666666657
1,high_cholesterol drug_use high_rbc,or,3,smoking alcohol_use diabetes,2,2,0.72,0.7566666666666667,0.47666666666666657
1,high_cholesterol drug_use high_rbc sedentary,or,3,smoking heart_failure alcohol_use diabetes,2,2,0.745,0.7316666666666667,0.47666666666666657
1,drug_use heart_failure alcohol_use,or,3,high_cholesterol smoking high_rbc sedentary,2,2,0.675,0.8016666666666666,0.47666666666666657
1,high_cholesterol drug_use high_rbc,or,3,smoking heart_failure diabetes,2,2,0.72,0.7566666666666667,0.47666666666666657
1,high_cholesterol drug_use high_rbc,or,3,smoking diabetes sedentary,2,2,0.72,0.7566666666666667,0.47666666666666657
1,high_cholesterol drug_use high_rbc,or,3,heart_failure alcohol_use diabetes,2,2,0.72,0.7566666666666667,0.47666666666666657
1,high_cholesterol drug_use high_rbc,or,3,heart_failure diabetes sedentary,2,2,0.72,0.7566666666666667,0.47666666666666657
1,heart_failure high_rbc,or,3,high_cholesterol drug_use smoking alcohol_use,2,2,0.725,0.7511111111111111,0.47611111111111093
1,drug_use high_rbc,or,3,high_cholesterol smoking heart_failure diabetes sedentary,2,2,0.715,0.7611111111111111,0.47611111111111093
1,drug_use high_rbc,or,3,smoking heart_failure diabetes sedentary,2,2,0.71,0.7661111111111111,0.47611111111111093
1,heart_failure high_rbc,or,3,high_cholesterol drug_use smoking,2,2,0.725,0.7511111111111111,0.47611111111111093
1,heart_failure high_rbc,or,3,high_cholesterol drug_use smoking diabetes,2,2,0.725,0.7505555555555555,0.4755555555555555
1,heart_failure high_rbc,or,3,high_cholesterol drug_use smoking alcohol_use diabetes,2,2,0.725,0.7505555555555555,0.4755555555555555
1,high_cholesterol heart_failure diabetes high_rbc,or,3,drug_use smoking alcohol_use sedentary,2,2,0.745,0.7305555555555555,0.4755555555555555
1,heart_failure high_rbc,or,3,high_cholesterol drug_use smoking alcohol_use sedentary,2,2,0.73,0.7455555555555555,0.4755555555555555
1,high_cholesterol drug_use high_rbc,or,3,smoking heart_failure alcohol_use diabetes,2,2,0.72,0.755,0.4750000000000001
1,high_cholesterol drug_use high_rbc,or,3,smoking heart_failure alcohol_use,2,2,0.72,0.755,0.4750000000000001
1,high_cholesterol drug_use heart_failure diabetes,or,3,smoking alcohol_use high_rbc sedentary,2,2,0.69,0.785,0.4750000000000001
1,high_cholesterol high_rbc,or,3,drug_use smoking sedentary,2,2,0.7,0.7744444444444445,0.47444444444444445
1,heart_failure alcohol_use high_rbc,or,3,high_cholesterol drug_use smoking sedentary,2,2,0.735,0.7394444444444445,0.47444444444444445
1,high_cholesterol high_rbc,or,3,drug_use smoking heart_failure alcohol_use sedentary,2,2,0.71,0.7644444444444445,0.47444444444444445
1,high_cholesterol high_rbc,or,3,drug_use smoking diabetes sedentary,2,2,0.7,0.7744444444444445,0.47444444444444445
1,drug_use heart_failure,or,3,high_cholesterol smoking diabetes high_rbc sedentary,2,2,0.67,0.8044444444444444,0.47444444444444445
1,drug_use heart_failure,or,3,high_cholesterol smoking high_rbc sedentary,2,2,0.665,0.8088888888888889,0.4738888888888888
1,high_cholesterol drug_use high_rbc,or,3,smoking alcohol_use diabetes sedentary,2,2,0.72,0.7538888888888889,0.4738888888888888
1,high_cholesterol drug_use high_rbc,or,3,smoking alcohol_use sedentary,2,2,0.72,0.7538888888888889,0.4738888888888888
1,heart_failure alcohol_use high_rbc,or,3,high_cholesterol drug_use smoking diabetes sedentary,2,2,0.735,0.7388888888888889,0.4738888888888888
1,high_cholesterol drug_use alcohol_use high_rbc,or,3,smoking heart_failure diabetes sedentary,2,2,0.73,0.7438888888888889,0.4738888888888888
1,high_cholesterol alcohol_use high_rbc,or,3,drug_use smoking heart_failure sedentary,2,2,0.715,0.7577777777777778,0.47277777777777774
1,high_cholesterol drug_use high_rbc,or,3,heart_failure alcohol_use diabetes sedentary,2,2,0.72,0.7527777777777778,0.47277777777777774
1,drug_use high_rbc sedentary,or,3,high_cholesterol smoking alcohol_use diabetes,2,2,0.735,0.7377777777777778,0.47277777777777774
1,high_cholesterol drug_use high_rbc,or,3,heart_failure alcohol_use sedentary,2,2,0.72,0.7527777777777778,0.47277777777777774
1,high_cholesterol alcohol_use high_rbc,or,3,drug_use smoking heart_failure diabetes sedentary,2,2,0.715,0.7577777777777778,0.47277777777777774
1,high_cholesterol diabetes high_rbc,or,3,drug_use smoking heart_failure sedentary,2,2,0.71,0.7627777777777778,0.47277777777777774
1,drug_use high_rbc sedentary,or,3,smoking heart_failure diabetes,2,2,0.735,0.7377777777777778,0.47277777777777774
1,drug_use high_rbc,or,3,high_cholesterol smoking heart_failure alcohol_use sedentary,2,2,0.715,0.7572222222222222,0.4722222222222223
1,heart_failure alcohol_use high_rbc,or,3,high_cholesterol drug_use smoking diabetes,2,2,0.73,0.7422222222222222,0.4722222222222223
1,high_cholesterol high_rbc,or,3,smoking heart_failure alcohol_use sedentary,2,2,0.705,0.7672222222222222,0.4722222222222223
1,drug_use high_rbc sedentary,or,3,smoking heart_failure alcohol_use diabetes,2,2,0.735,0.7372222222222222,0.4722222222222223
1,drug_use high_rbc sedentary,or,3,high_cholesterol heart_failure alcohol_use diabetes,2,2,0.735,0.7372222222222222,0.4722222222222223
1,high_cholesterol high_rbc,or,3,smoking heart_failure alcohol_use diabetes sedentary,2,2,0.705,0.7672222222222222,0.4722222222222223
1,high_cholesterol high_rbc sedentary,or,3,drug_use smoking alcohol_use diabetes,2,2,0.73,0.7416666666666667,0.4716666666666667
1,high_cholesterol high_rbc sedentary,or,3,drug_use smoking heart_failure diabetes,2,2,0.73,0.7416666666666667,0.4716666666666667
1,drug_use high_rbc sedentary,or,3,high_cholesterol smoking heart_failure diabetes,2,2,0.735,0.7366666666666667,0.4716666666666667
1,high_cholesterol high_rbc sedentary,or,3,heart_failure alcohol_use diabetes,2,2,0.73,0.7416666666666667,0.4716666666666667
1,high_cholesterol high_rbc sedentary,or,3,smoking alcohol_use diabetes,2,2,0.73,0.7416666666666667,0.4716666666666667
1,high_cholesterol high_rbc sedentary,or,3,drug_use alcohol_use diabetes,2,2,0.73,0.7416666666666667,0.4716666666666667
1,high_cholesterol high_rbc sedentary,or,3,drug_use heart_failure diabetes,2,2,0.73,0.7416666666666667,0.4716666666666667
1,high_cholesterol high_rbc sedentary,or,3,drug_use smoking diabetes,2,2,0.73,0.7416666666666667,0.4716666666666667
1,high_cholesterol high_rbc sedentary,or,3,drug_use smoking alcohol_use,2,2,0.73,0.7416666666666667,0.4716666666666667
1,high_cholesterol high_rbc sedentary,or,3,drug_use smoking heart_failure,2,2,0.73,0.7416666666666667,0.4716666666666667
1,drug_use high_rbc sedentary,or,3,high_cholesterol smoking heart_failure alcohol_use,2,2,0.735,0.7366666666666667,0.4716666666666667
1,high_cholesterol high_rbc sedentary,or,3,smoking heart_failure diabetes,2,2,0.73,0.7416666666666667,0.4716666666666667
1,drug_use heart_failure,or,3,high_cholesterol smoking alcohol_use high_rbc sedentary,2,2,0.665,0.8066666666666666,0.4716666666666667
1,high_cholesterol drug_use diabetes high_rbc,or,3,smoking heart_failure alcohol_use sedentary,2,2,0.73,0.7416666666666667,0.4716666666666667
1,drug_use high_rbc,or,3,smoking heart_failure sedentary,2,2,0.705,0.7666666666666667,0.4716666666666667
1,high_cholesterol heart_failure alcohol_use,or,3,drug_use smoking high_rbc sedentary,2,2,0.66,0.8111111111111111,0.47111111111111104
1,high_cholesterol high_rbc sedentary,or,3,drug_use heart_failure alcohol_use,2,2,0.73,0.7411111111111112,0.47111111111111104
1,high_cholesterol high_rbc sedentary,or,3,smoking heart_failure alcohol_use diabetes,2,2,0.73,0.7411111111111112,0.47111111111111104
1,high_cholesterol high_rbc sedentary,or,3,drug_use heart_failure alcohol_use diabetes,2,2,0.73,0.7411111111111112,0.47111111111111104
1,heart_failure high_rbc,or,3,drug_use smoking sedentary,2,2,0.72,0.7511111111111111,0.47111111111111104
1,drug_use heart_failure diabetes,or,3,high_cholesterol smoking alcohol_use high_rbc,2,2,0.67,0.8011111111111111,0.47111111111111104
1,high_cholesterol high_rbc sedentary,or,3,smoking heart_failure alcohol_use,2,2,0.73,0.7411111111111112,0.47111111111111104
1,drug_use high_rbc sedentary,or,3,high_cholesterol smoking heart_failure alcohol_use diabetes,2,2,0.735,0.7361111111111112,0.47111111111111104
1,high_cholesterol heart_failure high_rbc sedentary,or,3,drug_use smoking alcohol_use diabetes,2,2,0.755,0.7161111111111111,0.47111111111111104
1,high_cholesterol high_rbc sedentary,or,3,drug_use smoking heart_failure alcohol_use diabetes,2,2,0.73,0.7405555555555555,0.4705555555555554
1,high_cholesterol high_rbc,or,3,drug_use smoking alcohol_use sedentary,2,2,0.7,0.7705555555555555,0.4705555555555554
1,high_cholesterol high_rbc,or,3,drug_use smoking alcohol_use diabetes sedentary,2,2,0.7,0.7705555555555555,0.4705555555555554
1,high_cholesterol high_rbc sedentary,or,3,drug_use smoking heart_failure alcohol_use,2,2,0.73,0.7405555555555555,0.4705555555555554
1,heart_failure high_rbc,or,3,drug_use smoking diabetes sedentary,2,2,0.72,0.7505555555555555,0.4705555555555554
1,drug_use high_rbc,or,3,high_cholesterol heart_failure diabetes sedentary,2,2,0.705,0.7655555555555555,0.4705555555555554
1,high_cholesterol high_rbc,or,3,drug_use smoking heart_failure diabetes,2,2,0.695,0.775,0.47
1,high_cholesterol diabetes high_rbc,or,3,smoking heart_failure sedentary,2,2,0.705,0.765,0.47
1,drug_use high_rbc,or,3,smoking heart_failure alcohol_use diabetes sedentary,2,2,0.71,0.76,0.47
1,high_cholesterol high_rbc,or,3,drug_use smoking heart_failure,2,2,0.695,0.775,0.47
1,high_cholesterol drug_use smoking heart_failure,or,3,alcohol_use diabetes high_rbc sedentary,2,2,0.715,0.755,0.47
1,high_cholesterol alcohol_use high_rbc sedentary,or,3,drug_use smoking heart_failure diabetes,2,2,0.735,0.735,0.47
1,high_cholesterol alcohol_use high_rbc,or,3,smoking heart_failure diabetes sedentary,2,2,0.71,0.7594444444444445,0.46944444444444455
1,high_cholesterol alcohol_use high_rbc,or,3,smoking heart_failure sedentary,2,2,0.71,0.7594444444444445,0.46944444444444455
1,drug_use high_rbc,or,3,high_cholesterol smoking alcohol_use diabetes,2,2,0.7,0.7694444444444445,0.46944444444444455
1,drug_use high_rbc,or,3,high_cholesterol smoking diabetes,2,2,0.7,0.7694444444444445,0.46944444444444455
1,drug_use high_rbc,or,3,smoking heart_failure diabetes,2,2,0.7,0.7694444444444445,0.46944444444444455
1,high_rbc,or,3,high_cholesterol drug_use smoking heart_failure sedentary,2,2,0.69,0.7788888888888889,0.4688888888888889
1,heart_failure high_rbc,or,3,drug_use smoking alcohol_use sedentary,2,2,0.72,0.7488888888888889,0.4688888888888889
1,drug_use heart_failure diabetes,or,3,high_cholesterol smoking high_rbc sedentary,2,2,0.675,0.7938888888888889,0.4688888888888889
1,heart_failure diabetes high_rbc,or,3,high_cholesterol drug_use smoking sedentary,2,2,0.73,0.7388888888888889,0.4688888888888889
1,drug_use high_rbc,or,3,high_cholesterol heart_failure diabetes,2,2,0.7,0.7688888888888888,0.4688888888888889
1,drug_use heart_failure alcohol_use,or,3,high_cholesterol diabetes high_rbc sedentary,2,2,0.665,0.8033333333333333,0.46833333333333327
1,drug_use high_rbc sedentary,or,3,heart_failure alcohol_use diabetes,2,2,0.73,0.7383333333333333,0.46833333333333327
1,drug_use high_rbc sedentary,or,3,smoking alcohol_use diabetes,2,2,0.73,0.7383333333333333,0.46833333333333327
1,high_cholesterol high_rbc,or,3,drug_use heart_failure diabetes sedentary,2,2,0.695,0.7733333333333333,0.46833333333333327
1,high_cholesterol smoking heart_failure high_rbc,or,3,drug_use alcohol_use diabetes sedentary,2,2,0.76,0.7083333333333334,0.46833333333333327
1,high_cholesterol high_rbc,or,3,heart_failure diabetes sedentary,2,2,0.69,0.7783333333333333,0.46833333333333327
1,high_cholesterol high_rbc,or,3,alcohol_use diabetes sedentary,2,2,0.69,0.7783333333333333,0.46833333333333327
1,high_cholesterol high_rbc,or,3,drug_use smoking diabetes,2,2,0.69,0.7783333333333333,0.46833333333333327
1,high_cholesterol high_rbc,or,3,drug_use heart_failure diabetes,2,2,0.69,0.7783333333333333,0.46833333333333327
1,high_cholesterol high_rbc,or,3,drug_use heart_failure sedentary,2,2,0.695,0.7733333333333333,0.46833333333333327
1,high_cholesterol high_rbc,or,3,drug_use alcohol_use diabetes,2,2,0.69,0.7783333333333333,0.46833333333333327
1,high_cholesterol high_rbc,or,3,drug_use diabetes sedentary,2,2,0.69,0.7783333333333333,0.46833333333333327
1,high_cholesterol high_rbc,or,3,smoking heart_failure diabetes,2,2,0.69,0.7783333333333333,0.46833333333333327
1,high_cholesterol high_rbc,or,3,smoking alcohol_use diabetes,2,2,0.69,0.7783333333333333,0.46833333333333327
1,high_cholesterol high_rbc,or,3,heart_failure alcohol_use diabetes,2,2,0.69,0.7783333333333333,0.46833333333333327
1,high_cholesterol high_rbc,or,3,smoking diabetes sedentary,2,2,0.69,0.7783333333333333,0.46833333333333327
1,heart_failure high_rbc,or,3,drug_use smoking alcohol_use diabetes sedentary,2,2,0.72,0.7483333333333333,0.46833333333333327
1,drug_use heart_failure,or,3,high_cholesterol smoking high_rbc,2,2,0.65,0.8183333333333334,0.46833333333333327
1,high_cholesterol heart_failure alcohol_use,or,3,drug_use smoking diabetes high_rbc sedentary,2,2,0.66,0.8083333333333333,0.46833333333333327
1,drug_use high_rbc,or,3,high_cholesterol heart_failure alcohol_use diabetes,2,2,0.7,0.7677777777777778,0.4677777777777776
1,drug_use high_rbc,or,3,smoking heart_failure alcohol_use diabetes,2,2,0.7,0.7677777777777778,0.4677777777777776
1,drug_use high_rbc sedentary,or,3,smoking heart_failure alcohol_use,2,2,0.73,0.7377777777777778,0.4677777777777776
1,drug_use high_rbc,or,3,high_cholesterol smoking heart_failure,2,2,0.7,0.7677777777777778,0.4677777777777776
1,drug_use diabetes high_rbc,or,3,high_cholesterol smoking heart_failure sedentary,2,2,0.715,0.7527777777777778,0.4677777777777776
1,high_cholesterol high_rbc,or,3,drug_use smoking alcohol_use,2,2,0.69,0.7772222222222223,0.4672222222222222
1,high_cholesterol high_rbc,or,3,drug_use smoking heart_failure alcohol_use,2,2,0.695,0.7722222222222223,0.4672222222222222
1,high_cholesterol high_rbc,or,3,drug_use smoking alcohol_use diabetes,2,2,0.69,0.7772222222222223,0.4672222222222222
1,high_cholesterol high_rbc,or,3,drug_use smoking heart_failure alcohol_use diabetes,2,2,0.695,0.7722222222222223,0.4672222222222222
1,drug_use high_rbc,or,3,high_cholesterol heart_failure sedentary,2,2,0.7,0.7672222222222222,0.4672222222222222
1,drug_use high_rbc,or,3,high_cholesterol smoking heart_failure diabetes,2,2,0.7,0.7672222222222222,0.4672222222222222
1,heart_failure alcohol_use high_rbc,or,3,drug_use smoking diabetes sedentary,2,2,0.725,0.7422222222222222,0.4672222222222222
1,drug_use heart_failure diabetes,or,3,high_cholesterol smoking alcohol_use high_rbc sedentary,2,2,0.675,0.7916666666666666,0.4666666666666668
1,drug_use heart_failure,or,3,high_cholesterol diabetes high_rbc sedentary,2,2,0.655,0.8116666666666666,0.4666666666666668
1,drug_use alcohol_use high_rbc,or,3,high_cholesterol smoking heart_failure sedentary,2,2,0.715,0.7516666666666667,0.4666666666666668
1,high_cholesterol drug_use heart_failure sedentary,or,3,smoking alcohol_use diabetes high_rbc,2,2,0.7,0.7666666666666667,0.4666666666666668
1,drug_use diabetes high_rbc,or,3,smoking heart_failure sedentary,2,2,0.71,0.7566666666666667,0.4666666666666668
1,high_cholesterol diabetes high_rbc,or,3,drug_use smoking sedentary,2,2,0.7,0.7666666666666667,0.4666666666666668
1,heart_failure diabetes high_rbc,or,3,high_cholesterol drug_use smoking alcohol_use,2,2,0.725,0.7416666666666667,0.4666666666666668
1,heart_failure diabetes high_rbc,or,3,high_cholesterol drug_use smoking alcohol_use sedentary,2,2,0.73,0.7366666666666667,0.4666666666666668
1,drug_use high_rbc,or,3,high_cholesterol heart_failure alcohol_use diabetes sedentary,2,2,0.705,0.7616666666666667,0.4666666666666668
1,high_cholesterol diabetes high_rbc,or,3,drug_use smoking heart_failure alcohol_use sedentary,2,2,0.71,0.7566666666666667,0.4666666666666668
1,high_cholesterol high_rbc,or,3,drug_use alcohol_use sedentary,2,2,0.69,0.7761111111111111,0.46611111111111114
1,high_cholesterol high_rbc,or,3,drug_use heart_failure alcohol_use diabetes,2,2,0.69,0.7761111111111111,0.46611111111111114
1,high_cholesterol smoking high_rbc,or,3,alcohol_use diabetes sedentary,2,2,0.735,0.7311111111111112,0.46611111111111114
1,high_cholesterol smoking high_rbc,or,3,heart_failure diabetes sedentary,2,2,0.735,0.7311111111111112,0.46611111111111114
1,high_cholesterol smoking high_rbc,or,3,heart_failure alcohol_use diabetes,2,2,0.735,0.7311111111111112,0.46611111111111114
1,high_cholesterol smoking high_rbc,or,3,drug_use diabetes sedentary,2,2,0.735,0.7311111111111112,0.46611111111111114
1,high_cholesterol smoking high_rbc,or,3,drug_use alcohol_use diabetes,2,2,0.735,0.7311111111111112,0.46611111111111114
1,high_cholesterol smoking high_rbc,or,3,drug_use heart_failure diabetes,2,2,0.735,0.7311111111111112,0.46611111111111114
1,drug_use high_rbc,or,3,high_cholesterol smoking diabetes sedentary,2,2,0.7,0.7661111111111111,0.46611111111111114
1,high_cholesterol high_rbc,or,3,drug_use heart_failure alcohol_use,2,2,0.69,0.7761111111111111,0.46611111111111114
1,high_cholesterol high_rbc,or,3,drug_use alcohol_use diabetes sedentary,2,2,0.69,0.7761111111111111,0.46611111111111114
1,drug_use heart_failure,or,3,high_cholesterol alcohol_use high_rbc sedentary,2,2,0.65,0.8155555555555556,0.4655555555555555
1,high_cholesterol high_rbc,or,3,smoking heart_failure alcohol_use,2,2,0.69,0.7755555555555556,0.4655555555555555
1,drug_use high_rbc,or,3,smoking heart_failure alcohol_use sedentary,2,2,0.705,0.7605555555555555,0.4655555555555555
1,heart_failure high_rbc sedentary,or,3,high_cholesterol drug_use smoking alcohol_use,2,2,0.745,0.7205555555555555,0.4655555555555555
1,heart_failure high_rbc sedentary,or,3,high_cholesterol drug_use smoking diabetes,2,2,0.745,0.7205555555555555,0.4655555555555555
1,heart_failure high_rbc sedentary,or,3,high_cholesterol drug_use smoking alcohol_use diabetes,2,2,0.745,0.7205555555555555,0.4655555555555555
1,high_cholesterol high_rbc,or,3,smoking heart_failure alcohol_use diabetes,2,2,0.69,0.7755555555555556,0.4655555555555555
1,heart_failure high_rbc,or,3,high_cholesterol drug_use sedentary,2,2,0.715,0.7505555555555555,0.4655555555555555
1,drug_use alcohol_use high_rbc,or,3,high_cholesterol smoking heart_failure diabetes sedentary,2,2,0.715,0.7505555555555555,0.4655555555555555
1,drug_use heart_failure,or,3,high_cholesterol alcohol_use diabetes high_rbc sedentary,2,2,0.655,0.81,0.4650000000000001
1,heart_failure high_rbc,or,3,high_cholesterol smoking sedentary,2,2,0.715,0.75,0.46499999999999986
1,heart_failure high_rbc,or,3,high_cholesterol drug_use alcohol_use sedentary,2,2,0.715,0.75,0.46499999999999986
1,drug_use high_rbc,or,3,high_cholesterol smoking alcohol_use,2,2,0.695,0.77,0.46499999999999986
1,high_cholesterol smoking high_rbc,or,3,drug_use alcohol_use diabetes sedentary,2,2,0.735,0.73,0.46499999999999986
1,drug_use high_rbc,or,3,high_cholesterol alcohol_use diabetes,2,2,0.695,0.77,0.46499999999999986
1,high_cholesterol smoking high_rbc,or,3,drug_use heart_failure alcohol_use diabetes,2,2,0.735,0.73,0.46499999999999986
1,high_cholesterol alcohol_use diabetes high_rbc,or,3,drug_use smoking heart_failure sedentary,2,2,0.715,0.75,0.46499999999999986
1,heart_failure high_rbc,or,3,high_cholesterol drug_use diabetes sedentary,2,2,0.715,0.75,0.46499999999999986
1,drug_use high_rbc,or,3,high_cholesterol smoking heart_failure alcohol_use,2,2,0.7,0.765,0.46499999999999986
1,high_cholesterol heart_failure,or,3,drug_use smoking high_rbc sedentary,2,2,0.645,0.82,0.46499999999999986
1,high_cholesterol smoking high_rbc,or,3,drug_use alcohol_use sedentary,2,2,0.735,0.73,0.46499999999999986
1,drug_use high_rbc,or,3,alcohol_use diabetes sedentary,2,2,0.695,0.77,0.46499999999999986
1,drug_use high_rbc,or,3,heart_failure diabetes sedentary,2,2,0.695,0.77,0.46499999999999986
1,drug_use high_rbc,or,3,heart_failure alcohol_use diabetes,2,2,0.695,0.77,0.46499999999999986
1,drug_use high_rbc,or,3,smoking diabetes sedentary,2,2,0.695,0.77,0.46499999999999986
1,high_cholesterol alcohol_use high_rbc,or,3,drug_use smoking diabetes sedentary,2,2,0.705,0.76,0.46499999999999986
1,drug_use high_rbc,or,3,smoking alcohol_use diabetes,2,2,0.695,0.77,0.46499999999999986
1,high_cholesterol smoking high_rbc,or,3,drug_use heart_failure alcohol_use,2,2,0.735,0.73,0.46499999999999986
1,high_cholesterol alcohol_use high_rbc,or,3,drug_use smoking sedentary,2,2,0.705,0.76,0.46499999999999986
1,high_cholesterol drug_use,or,3,smoking heart_failure diabetes high_rbc,2,2,0.625,0.84,0.46499999999999986
1,high_cholesterol diabetes high_rbc,or,3,smoking heart_failure alcohol_use sedentary,2,2,0.705,0.7594444444444445,0.46444444444444444
1,drug_use high_rbc,or,3,high_cholesterol smoking heart_failure alcohol_use diabetes,2,2,0.7,0.7644444444444445,0.46444444444444444
1,drug_use high_rbc,or,3,high_cholesterol diabetes sedentary,2,2,0.695,0.7694444444444445,0.46444444444444444
1,high_cholesterol high_rbc,or,3,smoking alcohol_use sedentary,2,2,0.69,0.7744444444444445,0.46444444444444444
1,high_cholesterol smoking high_rbc,or,3,drug_use heart_failure sedentary,2,2,0.735,0.7294444444444445,0.46444444444444444
1,heart_failure high_rbc,or,3,high_cholesterol drug_use alcohol_use diabetes sedentary,2,2,0.715,0.7494444444444445,0.46444444444444444
1,high_cholesterol smoking high_rbc,or,3,drug_use heart_failure diabetes sedentary,2,2,0.735,0.7294444444444445,0.46444444444444444
1,high_cholesterol high_rbc,or,3,smoking alcohol_use diabetes sedentary,2,2,0.69,0.7744444444444445,0.46444444444444444
1,high_cholesterol diabetes high_rbc sedentary,or,3,drug_use smoking heart_failure alcohol_use,2,2,0.73,0.7344444444444445,0.46444444444444444
1,drug_use alcohol_use high_rbc,or,3,smoking heart_failure diabetes sedentary,2,2,0.71,0.7544444444444445,0.46444444444444444
1,high_cholesterol drug_use,or,3,smoking heart_failure high_rbc sedentary,2,2,0.635,0.8294444444444444,0.46444444444444444
1,heart_failure high_rbc,or,3,high_cholesterol smoking diabetes sedentary,2,2,0.715,0.7488888888888889,0.463888888888889
1,high_cholesterol drug_use smoking high_rbc,or,3,heart_failure alcohol_use diabetes sedentary,2,2,0.75,0.7138888888888889,0.463888888888889
1,drug_use high_rbc,or,3,high_cholesterol alcohol_use sedentary,2,2,0.695,0.7688888888888888,0.4638888888888888
1,drug_use high_rbc,or,3,high_cholesterol heart_failure alcohol_use,2,2,0.695,0.7688888888888888,0.4638888888888888
1,drug_use high_rbc,or,3,smoking heart_failure alcohol_use,2,2,0.695,0.7683333333333333,0.4633333333333334
1,drug_use high_rbc,or,3,high_cholesterol heart_failure alcohol_use sedentary,2,2,0.7,0.7633333333333333,0.4633333333333334
1,heart_failure high_rbc,or,3,high_cholesterol smoking alcohol_use sedentary,2,2,0.715,0.7483333333333333,0.4633333333333334
1,high_cholesterol heart_failure alcohol_use diabetes,or,3,drug_use smoking high_rbc sedentary,2,2,0.665,0.7983333333333333,0.4633333333333334
1,drug_use high_rbc,or,3,high_cholesterol alcohol_use diabetes sedentary,2,2,0.695,0.7683333333333333,0.4633333333333334
1,high_cholesterol high_rbc,or,3,drug_use heart_failure alcohol_use diabetes sedentary,2,2,0.695,0.7683333333333333,0.4633333333333334
1,high_cholesterol high_rbc,or,3,drug_use heart_failure alcohol_use sedentary,2,2,0.695,0.7683333333333333,0.4633333333333334
1,drug_use diabetes high_rbc,or,3,high_cholesterol smoking heart_failure alcohol_use sedentary,2,2,0.715,0.7477777777777778,0.46277777777777773
1,high_cholesterol high_rbc,or,3,heart_failure alcohol_use diabetes sedentary,2,2,0.69,0.7727777777777778,0.46277777777777773
1,high_cholesterol diabetes high_rbc,or,3,drug_use smoking alcohol_use sedentary,2,2,0.7,0.7627777777777778,0.46277777777777773
1,drug_use smoking heart_failure,or,3,high_cholesterol diabetes high_rbc sedentary,2,2,0.7,0.7627777777777778,0.46277777777777773
1,high_rbc sedentary,or,3,high_cholesterol drug_use smoking alcohol_use diabetes,2,2,0.715,0.7477777777777778,0.46277777777777773
1,high_cholesterol smoking high_rbc,or,3,heart_failure alcohol_use diabetes sedentary,2,2,0.735,0.7277777777777777,0.46277777777777773
1,high_cholesterol high_rbc,or,3,heart_failure alcohol_use sedentary,2,2,0.69,0.7727777777777778,0.46277777777777773
1,high_rbc sedentary,or,3,high_cholesterol drug_use smoking diabetes,2,2,0.715,0.7477777777777778,0.46277777777777773
1,high_cholesterol smoking high_rbc,or,3,heart_failure alcohol_use sedentary,2,2,0.735,0.7277777777777777,0.46277777777777773
1,drug_use smoking heart_failure,or,3,high_cholesterol alcohol_use diabetes high_rbc,2,2,0.695,0.7672222222222222,0.4622222222222221
1,high_cholesterol heart_failure,or,3,drug_use smoking alcohol_use high_rbc sedentary,2,2,0.645,0.8172222222222222,0.4622222222222221
1,drug_use smoking heart_failure,or,3,high_cholesterol alcohol_use diabetes high_rbc sedentary,2,2,0.7,0.7622222222222222,0.4622222222222221
1,high_cholesterol heart_failure,or,3,drug_use smoking diabetes high_rbc sedentary,2,2,0.645,0.8172222222222222,0.4622222222222221
1,drug_use high_rbc,or,3,smoking alcohol_use sedentary,2,2,0.695,0.7672222222222222,0.4622222222222221
1,high_cholesterol drug_use,or,3,smoking heart_failure diabetes high_rbc sedentary,2,2,0.635,0.8272222222222222,0.4622222222222221
1,high_rbc sedentary,or,3,high_cholesterol drug_use smoking heart_failure,2,2,0.715,0.7472222222222222,0.4622222222222221
1,heart_failure high_rbc,or,3,high_cholesterol smoking alcohol_use diabetes sedentary,2,2,0.715,0.7472222222222222,0.4622222222222221
1,high_cholesterol drug_use alcohol_use,or,3,smoking heart_failure high_rbc sedentary,2,2,0.645,0.8172222222222222,0.4622222222222221
1,drug_use heart_failure alcohol_use,or,3,high_cholesterol smoking diabetes sedentary,2,2,0.655,0.8072222222222222,0.4622222222222221
1,drug_use high_rbc,or,3,smoking alcohol_use diabetes sedentary,2,2,0.695,0.7672222222222222,0.4622222222222221
1,drug_use high_rbc,or,3,high_cholesterol smoking sedentary,2,2,0.695,0.7672222222222222,0.4622222222222221
